node_count, generation, fitness, population
29,8,0.013888888888888888,5
29,9,0.013888888888888888,5
29,10,0.013888888888888888,5
29,11,0.013888888888888888,5
29,12,0.013888888888888888,5
29,13,0.013888888888888888,5
29,14,0.013888888888888888,5
29,15,0.013888888888888888,5
29,16,0.013888888888888888,5
29,17,0.013888888888888888,5
29,18,0.014084507042253521,5
29,19,0.014925373134328358,5
29,20,0.014925373134328358,5
29,21,0.014925373134328358,5
29,22,0.014925373134328358,5
29,23,0.014925373134328358,5
29,24,0.014925373134328358,5
29,25,0.014925373134328358,5
29,26,0.014925373134328358,5
29,27,0.014925373134328358,5
29,28,0.014925373134328358,5
29,29,0.014925373134328358,5
29,30,0.014925373134328358,5
29,31,0.014925373134328358,5
29,32,0.014925373134328358,5
29,33,0.014925373134328358,5
29,34,0.014925373134328358,5
29,35,0.014925373134328358,5
29,36,0.014925373134328358,5
29,37,0.014925373134328358,5
29,38,0.014925373134328358,5
29,39,0.014925373134328358,5
29,40,0.014925373134328358,5
29,41,0.014925373134328358,5
29,42,0.014925373134328358,5
29,43,0.014925373134328358,5
29,44,0.014925373134328358,5
29,45,0.014925373134328358,5
29,46,0.014925373134328358,5
29,47,0.014925373134328358,5
29,48,0.014925373134328358,5
29,49,0.014925373134328358,5
3,0,0.2425,6
3,1,0.2425,6
3,2,0.2425,6
3,3,0.2425,6
3,4,0.2835,6
3,5,0.2835,6
3,6,0.2835,6
3,7,0.2835,6
3,8,0.2835,6
3,9,0.2835,6
3,10,0.2835,6
3,11,0.2835,6
3,12,0.2835,6
3,13,0.2835,6
3,14,0.2835,6
3,15,0.2835,6
3,16,0.2835,6
3,17,0.2835,6
3,18,0.2835,6
3,19,0.2835,6
3,20,0.2835,6
3,21,0.2835,6
3,22,0.2835,6
3,23,0.2835,6
3,24,0.2835,6
3,25,0.2835,6
3,26,0.2835,6
3,27,0.2835,6
3,28,0.2835,6
3,29,0.2835,6
3,30,0.2835,6
3,31,0.2835,6
3,32,0.2835,6
3,33,0.2835,6
3,34,0.2835,6
3,35,0.2845,6
3,36,0.2845,6
3,37,0.2845,6
3,38,0.2845,6
3,39,0.2845,6
3,40,0.2845,6
3,41,0.2845,6
3,42,0.2845,6
3,43,0.2845,6
3,44,0.2845,6
3,45,0.295,6
3,46,0.295,6
3,47,0.295,6
3,48,0.295,6
3,49,0.295,6
8,0,0.05969941333333334,7
8,1,0.06125197626327273,7
8,2,0.06125197626327273,7
8,3,0.06125197626327273,7
8,4,0.06125197626327273,7
8,5,0.06125197626327273,7
8,6,0.07384463302410002,7
8,7,0.07384463302410002,7
8,8,0.07384463302410002,7
8,9,0.07384463302410002,7
8,10,0.07384463302410002,7
8,11,0.07384463302410002,7
8,12,0.07692307692307693,7
8,13,0.07692307692307693,7
8,14,0.07692307692307693,7
8,15,0.07692307692307693,7
8,16,0.07692307692307693,7
8,17,0.07692307692307693,7
8,18,0.07692307692307693,7
8,19,0.07692307692307693,7
8,20,0.07692307692307693,7
8,21,0.07692307692307693,7
8,22,0.07692307692307693,7
8,23,0.07448397676810001,7
8,24,0.07692307692307693,7
8,25,0.07692307692307693,7
8,26,0.07692307692307693,7
8,27,0.07692307692307693,7
8,28,0.07448397676810001,7
8,29,0.07352650905760003,7
8,30,0.07352650905760003,7
8,31,0.07352650905760003,7
8,32,0.07352650905760003,7
8,33,0.07352650905760003,7
8,34,0.07352650905760003,7
8,35,0.07352650905760003,7
8,36,0.07352650905760003,7
8,37,0.07352650905760003,7
8,38,0.07352650905760003,7
8,39,0.0732094140625,7
8,40,0.0732094140625,7
8,41,0.0732094140625,7
8,42,0.07352650905760003,7
8,43,0.07352650905760003,7
8,44,0.07352650905760003,7
8,45,0.07352650905760003,7
8,46,0.07352650905760003,7
8,47,0.07384463302410002,7
8,48,0.07384463302410002,7
8,49,0.07384463302410002,7
27,0,7.959051093053345e-06,8
27,1,0.006944444444444444,8
27,2,0.006944444444444444,8
27,3,0.006944444444444444,8
27,4,0.006944444444444444,8
27,5,0.01282051282051282,8
27,6,0.01282051282051282,8
27,7,0.01282051282051282,8
27,8,0.01282051282051282,8
27,9,0.006944444444444444,8
27,10,0.013338758797562751,8
27,11,0.013338758797562751,8
27,12,0.013338758797562751,8
27,13,0.03333333333333333,8
27,14,0.023809523809523808,8
27,15,0.023809523809523808,8
27,16,0.023809523809523808,8
27,17,0.023809523809523808,8
27,18,0.023809523809523808,8
27,19,0.023809523809523808,8
27,20,0.023809523809523808,8
27,21,0.023809523809523808,8
27,22,0.02702702702702703,8
27,23,0.02702702702702703,8
27,24,0.02702702702702703,8
27,25,0.02702702702702703,8
27,26,0.02702702702702703,8
27,27,0.02702702702702703,8
27,28,0.02702702702702703,8
27,29,0.02702702702702703,8
27,30,0.02702702702702703,8
27,31,0.02702702702702703,8
27,32,0.02702702702702703,8
27,33,0.02702702702702703,8
27,34,0.02702702702702703,8
27,35,0.02702702702702703,8
27,36,0.02857142857142857,8
27,37,0.02857142857142857,8
27,38,0.02857142857142857,8
27,39,0.02857142857142857,8
27,40,0.02857142857142857,8
27,41,0.02857142857142857,8
27,42,0.02857142857142857,8
27,43,0.02857142857142857,8
27,44,0.02857142857142857,8
27,45,0.02857142857142857,8
27,46,0.02857142857142857,8
27,47,0.02857142857142857,8
27,48,0.02857142857142857,8
27,49,0.02857142857142857,8
21,0,0.010752688172043012,9
21,1,0.010752688172043012,9
21,2,0.010752688172043012,9
21,3,0.010752688172043012,9
21,4,0.010752688172043012,9
21,5,0.010752688172043012,9
21,6,0.010752688172043012,9
21,7,0.011627906976744186,9
21,8,0.011627906976744186,9
21,9,0.011627906976744186,9
21,10,0.011627906976744186,9
21,11,0.011627906976744186,9
21,12,0.011627906976744186,9
21,13,0.011627906976744186,9
21,14,0.011627906976744186,9
21,15,0.011627906976744186,9
21,16,0.011627906976744186,9
21,17,0.011627906976744186,9
21,18,0.011627906976744186,9
21,19,0.011627906976744186,9
21,20,0.011627906976744186,9
21,21,0.011627906976744186,9
21,22,0.011627906976744186,9
21,23,0.012345679012345678,9
21,24,0.012345679012345678,9
21,25,0.012345679012345678,9
21,26,0.012345679012345678,9
21,27,0.012345679012345678,9
21,28,0.012345679012345678,9
21,29,0.012345679012345678,9
21,30,0.012345679012345678,9
21,31,0.012345679012345678,9
21,32,0.012345679012345678,9
21,33,0.012345679012345678,9
21,34,0.012345679012345678,9
21,35,0.012345679012345678,9
21,36,0.012345679012345678,9
21,37,0.012345679012345678,9
21,38,0.012345679012345678,9
21,39,0.012345679012345678,9
21,40,0.012345679012345678,9
21,41,0.012345679012345678,9
21,42,0.012345679012345678,9
21,43,0.012345679012345678,9
21,44,0.012345679012345678,9
21,45,0.012345679012345678,9
21,46,0.011904761904761904,9
21,47,0.011904761904761904,9
21,48,0.011904761904761904,9
21,49,0.011904761904761904,9
26,0,0.008064516129032258,10
26,1,0.008130081300813009,10
26,2,0.008130081300813009,10
26,3,0.010638297872340425,10
26,4,0.010638297872340425,10
26,5,0.010638297872340425,10
26,6,0.010638297872340425,10
26,7,0.010638297872340425,10
26,8,0.010638297872340425,10
26,9,0.010638297872340425,10
26,10,0.010638297872340425,10
26,11,0.010638297872340425,10
26,12,0.010638297872340425,10
26,13,0.010638297872340425,10
26,14,0.010638297872340425,10
26,15,0.010638297872340425,10
26,16,0.010638297872340425,10
26,17,0.010638297872340425,10
26,18,0.010638297872340425,10
26,19,0.010869565217391304,10
26,20,0.010869565217391304,10
26,21,0.013157894736842105,10
26,22,0.013157894736842105,10
26,23,0.013157894736842105,10
26,24,0.013157894736842105,10
26,25,0.013157894736842105,10
26,26,0.013157894736842105,10
26,27,0.013157894736842105,10
26,28,0.013157894736842105,10
26,29,0.013157894736842105,10
26,30,0.013157894736842105,10
26,31,0.013157894736842105,10
26,32,0.013157894736842105,10
26,33,0.013157894736842105,10
26,34,0.013157894736842105,10
26,35,0.013157894736842105,10
26,36,0.013157894736842105,10
26,37,0.013157894736842105,10
26,38,0.013157894736842105,10
26,39,0.013157894736842105,10
26,40,0.012987012987012988,10
26,41,0.012987012987012988,10
26,42,0.012987012987012988,10
26,43,0.012987012987012988,10
26,44,0.038461538461538464,10
26,45,0.038461538461538464,10
26,46,0.038461538461538464,10
26,47,0.038461538461538464,10
26,48,0.038461538461538464,10
26,49,0.038461538461538464,10
21,0,0.008928571428571428,11
21,1,0.011111111111111112,11
21,2,0.011111111111111112,11
21,3,0.011111111111111112,11
21,4,0.011111111111111112,11
21,5,0.014705882352941176,11
21,6,0.014705882352941176,11
21,7,0.014705882352941176,11
21,8,0.014705882352941176,11
21,9,0.015873015873015872,11
21,10,0.015873015873015872,11
21,11,0.015873015873015872,11
21,12,0.015873015873015872,11
21,13,0.015873015873015872,11
21,14,0.015873015873015872,11
21,15,0.015873015873015872,11
21,16,0.034139478627922354,11
21,17,0.034139478627922354,11
21,18,0.034139478627922354,11
21,19,0.034139478627922354,11
21,20,0.034139478627922354,11
21,21,0.034139478627922354,11
21,22,0.034139478627922354,11
21,23,0.034139478627922354,11
21,24,0.034139478627922354,11
21,25,0.034139478627922354,11
21,26,0.034482758620689655,11
21,27,0.034482758620689655,11
21,28,0.034482758620689655,11
21,29,0.034482758620689655,11
21,30,0.034482758620689655,11
21,31,0.034482758620689655,11
21,32,0.034482758620689655,11
21,33,0.034482758620689655,11
21,34,0.034482758620689655,11
21,35,0.034482758620689655,11
21,36,0.034482758620689655,11
21,37,0.034482758620689655,11
21,38,0.034482758620689655,11
21,39,0.034482758620689655,11
21,40,0.034482758620689655,11
21,41,0.034482758620689655,11
21,42,0.034482758620689655,11
21,43,0.034482758620689655,11
21,44,0.034482758620689655,11
21,45,0.034482758620689655,11
21,46,0.034482758620689655,11
21,47,0.034482758620689655,11
21,48,0.034482758620689655,11
21,49,0.034482758620689655,11
18,0,0.011894095054309795,12
18,1,0.015384615384615385,12
18,2,0.015384615384615385,12
18,3,0.015529147841313658,12
18,4,0.015529147841313658,12
18,5,0.015529147841313658,12
18,6,0.0196078431372549,12
18,7,0.0196078431372549,12
18,8,0.015529147841313658,12
18,9,0.017086826140101277,12
18,10,0.017086826140101277,12
18,11,0.017086826140101277,12
18,12,0.017086826140101277,12
18,13,0.015529147841313658,12
18,14,0.015529147841313658,12
18,15,0.015529147841313658,12
18,16,0.01616024127498998,12
18,17,0.01639344262295082,12
18,18,0.02253475879237037,12
18,19,0.02253475879237037,12
18,20,0.02253475879237037,12
18,21,0.02253475879237037,12
18,22,0.02253475879237037,12
18,23,0.02253475879237037,12
18,24,0.02253475879237037,12
18,25,0.02253475879237037,12
18,26,0.01639344262295082,12
18,27,0.01639344262295082,12
18,28,0.01639344262295082,12
18,29,0.01639344262295082,12
18,30,0.01639344262295082,12
18,31,0.01639344262295082,12
18,32,0.01639344262295082,12
18,33,0.01639344262295082,12
18,34,0.02040816326530612,12
18,35,0.02040816326530612,12
18,36,0.020931225679623286,12
18,37,0.020931225679623286,12
18,38,0.020931225679623286,12
18,39,0.020931225679623286,12
18,40,0.020931225679623286,12
18,41,0.020931225679623286,12
18,42,0.020931225679623286,12
18,43,0.020931225679623286,12
18,44,0.020931225679623286,12
18,45,0.020931225679623286,12
18,46,0.020931225679623286,12
18,47,0.020931225679623286,12
18,48,0.020931225679623286,12
18,49,0.020931225679623286,12
20,0,0.013333333333333334,13
20,1,0.013333333333333334,13
20,2,0.014705882352941176,13
20,3,0.014705882352941176,13
20,4,0.014705882352941176,13
20,5,0.015984971596666887,13
20,6,0.015984971596666887,13
20,7,0.015984971596666887,13
20,8,0.015984971596666887,13
20,9,0.015984971596666887,13
20,10,0.015984971596666887,13
20,11,0.015984971596666887,13
20,12,0.015984971596666887,13
20,13,0.015984971596666887,13
20,14,0.015984971596666887,13
20,15,0.014816892021573604,13
20,16,0.014816892021573604,13
20,17,0.014816892021573604,13
20,18,0.014816892021573604,13
20,19,0.014816892021573604,13
20,20,0.014816892021573604,13
20,21,0.014816892021573604,13
20,22,0.014816892021573604,13
20,23,0.014816892021573604,13
20,24,0.014816892021573604,13
20,25,0.014816892021573604,13
20,26,0.014816892021573604,13
20,27,0.014816892021573604,13
20,28,0.014816892021573604,13
20,29,0.014816892021573604,13
20,30,0.014816892021573604,13
20,31,0.014816892021573604,13
20,32,0.014816892021573604,13
20,33,0.016158436785329265,13
20,34,0.016158436785329265,13
20,35,0.01694915254237288,13
20,36,0.01694915254237288,13
20,37,0.01694915254237288,13
20,38,0.01694915254237288,13
20,39,0.01694915254237288,13
20,40,0.01694915254237288,13
20,41,0.01694915254237288,13
20,42,0.01694915254237288,13
20,43,0.01694915254237288,13
20,44,0.014486380509479365,13
20,45,0.014486380509479365,13
20,46,0.015625,13
20,47,0.015625,13
20,48,0.015625,13
20,49,0.015625,13
20,0,0.01,14
20,1,0.011764705882352941,14
20,2,0.011764705882352941,14
20,3,0.011764705882352941,14
20,4,0.011764705882352941,14
20,5,0.011764705882352941,14
20,6,0.011764705882352941,14
20,7,0.011764705882352941,14
20,8,0.011764705882352941,14
20,9,0.011764705882352941,14
20,10,0.011764705882352941,14
20,11,0.011764705882352941,14
20,12,0.011764705882352941,14
20,13,0.011764705882352941,14
20,14,0.011764705882352941,14
20,15,0.011764705882352941,14
20,16,0.013157894736842105,14
20,17,0.013157894736842105,14
20,18,0.013157894736842105,14
20,19,0.013157894736842105,14
20,20,0.013157894736842105,14
20,21,0.01639344262295082,14
20,22,0.01639344262295082,14
20,23,0.01639344262295082,14
20,24,0.01639344262295082,14
20,25,0.01639344262295082,14
20,26,0.01639344262295082,14
20,27,0.01639344262295082,14
20,28,0.01639344262295082,14
20,29,0.01639344262295082,14
20,30,0.01639344262295082,14
20,31,0.01639344262295082,14
20,32,0.013157894736842105,14
20,33,0.013157894736842105,14
20,34,0.013157894736842105,14
20,35,0.013157894736842105,14
20,36,0.013157894736842105,14
20,37,0.013157894736842105,14
20,38,0.013157894736842105,14
20,39,0.013157894736842105,14
20,40,0.013157894736842105,14
20,41,0.013157894736842105,14
20,42,0.013157894736842105,14
20,43,0.013157894736842105,14
20,44,0.013157894736842105,14
20,45,0.013157894736842105,14
20,46,0.013157894736842105,14
20,47,0.013157894736842105,14
20,48,0.013157894736842105,14
20,49,0.013157894736842105,14
19,0,0.006201881161301283,15
19,1,0.014925373134328358,15
19,2,0.00857840541789641,15
19,3,0.014492753623188406,15
19,4,0.014492753623188406,15
19,5,0.013013484283183097,15
19,6,0.013013484283183097,15
19,7,0.013013484283183097,15
19,8,0.013013484283183097,15
19,9,0.013013484283183097,15
19,10,0.013013484283183097,15
19,11,0.013013484283183097,15
19,12,0.013013484283183097,15
19,13,0.013013484283183097,15
19,14,0.013374445603215915,15
19,15,0.013374445603215915,15
19,16,0.014596362081715037,15
19,17,0.014596362081715037,15
19,18,0.014596362081715037,15
19,19,0.014596362081715037,15
19,20,0.014596362081715037,15
19,21,0.014596362081715037,15
19,22,0.015151515151515152,15
19,23,0.015151515151515152,15
19,24,0.015151515151515152,15
19,25,0.015151515151515152,15
19,26,0.015151515151515152,15
19,27,0.015151515151515152,15
19,28,0.014705882352941176,15
19,29,0.014705882352941176,15
19,30,0.014705882352941176,15
19,31,0.014705882352941176,15
19,32,0.015873015873015872,15
19,33,0.015873015873015872,15
19,34,0.015873015873015872,15
19,35,0.015873015873015872,15
19,36,0.019071020117391677,15
19,37,0.019071020117391677,15
19,38,0.019071020117391677,15
19,39,0.019071020117391677,15
19,40,0.019071020117391677,15
19,41,0.019071020117391677,15
19,42,0.019071020117391677,15
19,43,0.02631578947368421,15
19,44,0.02631578947368421,15
19,45,0.02631578947368421,15
19,46,0.02631578947368421,15
19,47,0.019071020117391677,15
19,48,0.02857142857142857,15
19,49,0.02857142857142857,15
15,0,0.025,16
15,1,0.025,16
15,2,0.025,16
15,3,0.025,16
15,4,0.030960255643354362,16
15,5,0.030960255643354362,16
15,6,0.030960255643354362,16
15,7,0.030960255643354362,16
15,8,0.030960255643354362,16
15,9,0.030960255643354362,16
15,10,0.030960255643354362,16
15,11,0.030960255643354362,16
15,12,0.047619047619047616,16
15,13,0.047619047619047616,16
15,14,0.047619047619047616,16
15,15,0.047619047619047616,16
15,16,0.047619047619047616,16
15,17,0.047619047619047616,16
15,18,0.047619047619047616,16
15,19,0.03571428571428571,16
15,20,0.03571428571428571,16
15,21,0.043478260869565216,16
15,22,0.043478260869565216,16
15,23,0.043478260869565216,16
15,24,0.043478260869565216,16
15,25,0.045454545454545456,16
15,26,0.045454545454545456,16
15,27,0.045454545454545456,16
15,28,0.045454545454545456,16
15,29,0.045454545454545456,16
15,30,0.045454545454545456,16
15,31,0.045454545454545456,16
15,32,0.045454545454545456,16
15,33,0.045454545454545456,16
15,34,0.045454545454545456,16
15,35,0.045454545454545456,16
15,36,0.045454545454545456,16
15,37,0.045454545454545456,16
15,38,0.045454545454545456,16
15,39,0.045454545454545456,16
15,40,0.045454545454545456,16
15,41,0.045454545454545456,16
15,42,0.045454545454545456,16
15,43,0.045454545454545456,16
15,44,0.045454545454545456,16
15,45,0.045454545454545456,16
15,46,0.045454545454545456,16
15,47,0.045454545454545456,16
15,48,0.045454545454545456,16
15,49,0.045454545454545456,16
16,0,0.012932331918214674,17
16,1,0.015761279525324134,17
16,2,0.015899157544038946,17
16,3,0.022222222222222223,17
16,4,0.03125,17
16,5,0.03125,17
16,6,0.03125,17
16,7,0.03125,17
16,8,0.03125,17
16,9,0.03125,17
16,10,0.03125,17
16,11,0.03125,17
16,12,0.03125,17
16,13,0.03125,17
16,14,0.03125,17
16,15,0.03125,17
16,16,0.03125,17
16,17,0.03125,17
16,18,0.03125,17
16,19,0.03125,17
16,20,0.03125,17
16,21,0.03125,17
16,22,0.03125,17
16,23,0.03125,17
16,24,0.03125,17
16,25,0.03125,17
16,26,0.03125,17
16,27,0.03125,17
16,28,0.03125,17
16,29,0.03125,17
16,30,0.03125,17
16,31,0.03125,17
16,32,0.03125,17
16,33,0.03125,17
16,34,0.04,17
16,35,0.04,17
16,36,0.04,17
16,37,0.04,17
16,38,0.04,17
16,39,0.04,17
16,40,0.04,17
16,41,0.03125,17
16,42,0.03125,17
16,43,0.03125,17
16,44,0.03125,17
16,45,0.03125,17
16,46,0.03125,17
16,47,0.03125,17
16,48,0.03125,17
16,49,0.027739313975954312,17
17,0,0.008786259520286187,18
17,1,0.013888888888888888,18
17,2,0.013888888888888888,18
17,3,0.012195121951219513,18
17,4,0.010203721707925122,18
17,5,0.010203721707925122,18
17,6,0.010203721707925122,18
17,7,0.010426165947330973,18
17,8,0.017865394357915246,18
17,9,0.017865394357915246,18
17,10,0.017865394357915246,18
17,11,0.017865394357915246,18
17,12,0.017865394357915246,18
17,13,0.017865394357915246,18
17,14,0.03333333333333333,18
17,15,0.03333333333333333,18
17,16,0.03333333333333333,18
17,17,0.03333333333333333,18
17,18,0.03333333333333333,18
17,19,0.03333333333333333,18
17,20,0.03333333333333333,18
17,21,0.03333333333333333,18
17,22,0.03333333333333333,18
17,23,0.034310465841979894,18
17,24,0.034310465841979894,18
17,25,0.034310465841979894,18
17,26,0.034310465841979894,18
17,27,0.034310465841979894,18
17,28,0.034310465841979894,18
17,29,0.034482758620689655,18
17,30,0.034482758620689655,18
17,31,0.034482758620689655,18
17,32,0.034482758620689655,18
17,33,0.034482758620689655,18
17,34,0.034482758620689655,18
17,35,0.034482758620689655,18
17,36,0.034482758620689655,18
17,37,0.034482758620689655,18
17,38,0.034482758620689655,18
17,39,0.034482758620689655,18
17,40,0.034482758620689655,18
17,41,0.034482758620689655,18
17,42,0.034482758620689655,18
17,43,0.034482758620689655,18
